NA,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs.1,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
914,Hyundai,Grand I10,1.2 Kappa Vtvt Sportz,620637.00,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,Petrol,1520 mm,3765 mm,1660 mm,Hatchback,5,18.90,19.77,19.77 km/litre,NA,1003 kg,5,165 mm,Solid Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,1479 mm,1493 mm,165/65R14,165/65R14,Electric Power,All Windows,NA,Remote,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,Analog,2,5,Fabric,Manual,2425 mm,165/65R14,NA,2,USB & Aux-in,Yes,NA,"3 years / 100,000 Kms",Yes,"Internal, With Remote",256 litres,NA,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,NA,Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,1420 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,NA,Rake,NA,NA,Rear sensors,NA,Yes,Yes,NA,Touch Sensitive,Multifunction Steering Wheel,Yes,NA,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915,Hyundai,Grand I10,1.2 Kappa Vtvt Magna At,652328.00,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,Petrol,1520 mm,3765 mm,1660 mm,Hatchback,5,18.90,17.49,17.49 km/litre,NA,NA,5,165 mm,Solid Disc,Drum,Mc Pherson Strut,Coupled Torsion Beam Axle,1479 mm,1493 mm,165/65 R14,165/65 R14,Electric Power,All Windows,NA,Remote,83PS@6000rpm,114Nm@4000rpm,NA,Analog,Analog,Yes,5,Fabric,Automatic,2425 mm,165/65R14,NA,Yes,CD/MP3 Player,Yes,NA,"3 years / 100,000 Kms",Yes,Internal,256 litres,Yes,Yes,Yes,NA,Front,Yes,Front & Rear,Yes,NA,Yes,Internal,Digital,Manual,Analog,Yes,5.2 meter,NA,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,Second Row,NA,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,NA,Yes,2,NA,NA,NA,Electric Power Steering Manual AC With Heater Tinted Glass Front Power Outlet Front Power Windows Internally Adjustable ORVM Front Washer & Wiper,NA,NA,Yes,NA,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,NA,Manual Adjustment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916,Hyundai,Grand I10,1.2 Kappa Vtvt Sportz At,705538.00,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,Petrol,1520 mm,3765 mm,1660 mm,Hatchback,5,18.90,17.49,17.49 km/litre,NA,1003 kg,5,165 mm,Solid Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,1479 mm,1493 mm,165/65R14,165/65R14,Electric Power,All Windows,NA,Remote,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,Analog,2,5,Fabric,Automatic,2425 mm,165/65R14,NA,2,USB & Aux-in,Yes,NA,"3 years / 100,000 Kms",Yes,"With Remote, Internal",256 litres,NA,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,NA,Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,Second Row,1420 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,NA,Rake,NA,NA,Rear sensors with camera,NA,Yes,Yes,NA,Touch Sensitive,Multifunction Steering Wheel,Yes,NA,NA,Yes,Yes,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,Hyundai,Grand I10,1.2 Kappa Vtvt Sportz Dual Tone,640537.00,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,Petrol,1520 mm,3765 mm,1660 mm,Hatchback,5,18.90,19.77,19.77 km/litre,NA,1003 kg,5,165 mm,Solid Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,1479 mm,1493 mm,165/65R14,165/65R14,Electric Power,All Windows,NA,Remote,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,Analog,2,5,Fabric,Manual,2425 mm,165/65R14,NA,2,USB & Aux-in,Yes,NA,"3 years / 100,000 Kms",Yes,"With Remote, Internal",256 litres,NA,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,NA,Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,Second Row,1420 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,NA,Rake,NA,NA,Rear sensors,NA,Yes,Yes,NA,Touch Sensitive,Multifunction Steering Wheel,Yes,NA,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
918,Hyundai,Grand I10,1.2 Kappa Vtvt Magna Cng,653452.00,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,CNG,1520 mm,3765 mm,1660 mm,Hatchback,5,0.00,0.00,NA,18.9 km/kg,1003 kg,5,165 mm,Solid Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,1479 mm,1493 mm,165/65R14,165/65R14,Electric Power,All Windows,NA,Remote,82bhp@6000RPM,114Nm@4000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2425 mm,165/65R14,NA,2,CD/MP3 Player,Yes,NA,"3 years / 100,000 Kms",Yes,Internal,256 litres,NA,Yes,Yes,NA,Front,Yes,Front & Rear,Yes,NA,Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,1042 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1039,Toyota,Prius,Z8,4509000.00,1798 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,43 litres,Hybrid,1490 mm,4540 mm,1760 mm,Sedan,4,15.10,18.70,23.9 km/litre,NA,NA,5,165 mm,Ventilated Disc,Solid Disc,MacPherson struts (gas-filled shock absorbers with a stabilizer bar),Double wishbone,1525 mm,1520 mm,195/65R15,195/65R15,Electro-Hydraulic,All Windows,Yes,Smart Key,98PS@5200rpm,142Nm@3600rpm,Digital,Analog,Analog,1,5,Leather,Automatic,2700 mm,R15,Yes,2,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",NA,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,NA,Yes,"With Remote, Internal",Analog,Manual,Analog,Yes,5.1 meter,Yes,Driver & Front Passenger,NA,Fully automatic climate control,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,1790 kg,"Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag, Curtain airbags, Driver frontal airbag",Yes,Yes,Yes,Yes,7,NA,"Rake, Reach",NA,NA,Front and rear sensors with camera,Yes,Yes,NA,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,NA,Cup Holders,Yes,NA,Yes,NA,Only front,NA,Yes,Yes,NA,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA
1071,Hyundai,Xcent,S 1.2,643769.00,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,Petrol,1520 mm,3995 mm,1660 mm,Sedan,4,15.70,0.00,20.14 km/litre,NA,NA,5,165 mm,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,1479 mm,1493 mm,165/65R14,165/65R14,Electric Power,All Windows,NA,Remote,83PS@6000rpm,114Nm@6000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2425 mm,165/65R14,NA,Yes,USB & Aux-in,Yes,NA,2 years / Unlimited Kms,Yes,"Internal, With Remote",407 litres,NA,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,Second Row,NA,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,NA,Rake,NA,NA,Rear sensors,Yes,Yes,NA,NA,NA,NA,Yes,NA,Manual Adjustment,NA,Yes,NA,Cup Holders,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1072,Hyundai,Xcent,S At 1.2,733734.00,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,43 litres,Petrol,1520 mm,3995 mm,1660 mm,Sedan,4,15.70,0.00,17.36 km/litre,NA,NA,4,165 mm,Solid Disc,Drum,Mc Pherson Strut,Coupled Torsion Beam Axle,1479 mm,1493 mm,165/65 R14,165/65 R14,Electric Power,All Windows,NA,Yes,82PS@6000rpm,114Nm@6000rpm,NA,NA,Yes,NA,5,Fabric,Automatic,2425 mm,14,NA,NA,USB & Aux-in,Yes,NA,NA,Yes,Internal,407 litres,NA,NA,Yes,NA,Front,NA,Front & Rear,NA,NA,Yes,Internal,NA,Manual,Analog,Yes,NA,Yes,Driver & Front Passenger,NA,Manual Air conditioning with cooling and heating,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,Second Row,NA,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,NA,2,NA,Rake,NA,NA,NA,Yes,Yes,NA,NA,Touch Sensitive,Yes,NA,NA,Manual Adjustment,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1073,Hyundai,Xcent,Sx 1.2,705546.00,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,Petrol,1520 mm,3995 mm,1660 mm,Sedan,4,15.70,0.00,20.14 km/litre,NA,1100 kg,5,165 mm,Solid Disc,Drum,Mc Pherson Strut,Coupled Torsion Beam Axle,1479 mm,1493 mm,165/65R14,165/65R14,Electric Power,All Windows,NA,Remote,82PS@6000rpm,114Nm@6000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2425 mm,165/65R14,NA,2,USB & Aux-in,Yes,NA,2 years / Unlimited Kms,Yes,"Internal, With Remote",407 litres,NA,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,Second Row,1530 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,NA,Rake,NA,NA,Rear sensors with camera,Yes,Yes,Yes,NA,Touch Sensitive,Multifunction Steering Wheel,Yes,NA,Manual Adjustment,Yes,Yes,NA,Cup Holders,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1074,Hyundai,Xcent,Sx 1.2 (O),782346.00,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,Petrol,1520 mm,3995 mm,1660 mm,Sedan,4,15.70,0.00,NA,NA,1100 kg,5,165 mm,Ventilated Disc,Drum,Mc Pherson Strut,Coupled Torsion Beam Axle,1479 mm,1493 mm,175/60R15,175/60R15,Electric Power,All Windows,NA,Smart Key,82PS@6000rpm,114Nm@6000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2425 mm,175/60R15,Yes,Yes,USB & Aux-in,Yes,NA,2 years / Unlimited Kms,Yes,"Internal, With Remote",407 litres,NA,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,Second Row,1530 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,NA,Rake,NA,NA,Rear sensors with camera,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,NA,Manual Adjustment,Yes,Yes,NA,Cup Holders,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA
1075,Hyundai,Xcent,S 1.2 Crdi,742033.00,1120 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,Diesel,1520 mm,3995 mm,1660 mm,Sedan,4,19.00,0.00,NA,NA,1100 kg,5,165 mm,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,1475 mm,1493 mm,165/65R14,165/65R14,Electric Power,All Windows,NA,Remote,72PS@4000rpm,180Nm@1750rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2425 mm,165/65R14,NA,Yes,USB & Aux-in,Yes,NA,2 years / Unlimited Kms,Yes,"With Remote, Internal",407 litres,NA,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,Second Row,1530 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,NA,Rake,NA,NA,Rear sensors,Yes,Yes,NA,NA,NA,Multifunction Steering Wheel,Yes,NA,Manual Adjustment,NA,Yes,NA,Cup Holders,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1076,Hyundai,Xcent,E,581078.00,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,43 litres,Petrol,1520 mm,3995 mm,1660 mm,Sedan,4,15.70,0.00,NA,NA,1100 kg,5,165 mm,Ventilated Disc,Drum,Mc Pherson Strut,Coupled Torsion Beam Axle,1479 mm,1493 mm,165/65R14,165/65R14,Electric Power,Only Front Windows,NA,NA,83PS@6000rpm,114Nm@6000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2425 mm,165/65R14,NA,Yes,Not on offer,NA,NA,NA,NA,Internal,407 litres,NA,NA,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",NA,Internal,Analog,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,Second Row,1530 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Cup Holders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1077,Hyundai,Xcent,Sx 1.2 Crdi,798558.00,1120 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,Diesel,1520 mm,3995 mm,1660 mm,Sedan,4,19.00,0.00,25.4 km/litre,NA,1100 kg,5,165 mm,Ventilated Disc,Drum,Mc Pherson Strut,Coupled Torsion Beam Axle,1479 mm,1493 mm,165/65R14,165/65R14,Electric Power,All Windows,NA,Remote,75PS@4000rpm,190NM@1750-2250RPM,Digital,Analog,Analog,Yes,5,Fabric,Manual,2425 mm,165/65R14,NA,2,USB & Aux-in,Yes,NA,2 years / Unlimited Kms,Yes,"With Remote, Internal",407 litres,NA,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,NA,Manual Air conditioning with cooling and heating,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,Second Row,1530 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,NA,Rake,NA,NA,Rear sensors with camera,Yes,Yes,Yes,NA,Touch Sensitive,Multifunction Steering Wheel,Yes,NA,Manual Adjustment,Yes,Yes,NA,Cup Holders,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1078,Hyundai,Xcent,Sx 1.2 Crdi (O),875358.00,1120 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,Diesel,1520 mm,3995 mm,1660 mm,Sedan,4,19.00,0.00,25.4 km/litre,NA,1100 kg,5,165 mm,Ventilated Disc,Drum,Mc Pherson Strut,Coupled Torsion Beam Axle,1479 mm,1493 mm,175/60R15,175/60R15,Electric Power,All Windows,NA,Smart Key,72PS@4000rpm,190NM@1750-2250RPM,Digital,Analog,Analog,Yes,5,Fabric,Manual,2425 mm,175/60R15,Yes,2,CD Player with USB & Aux-in,Yes,NA,2 years / Unlimited Kms,Yes,"With Remote, Internal",407 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,NA,Fully automatic climate control,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,Second Row,1530 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,NA,Rake,NA,NA,Rear sensors with camera,Yes,Yes,NA,NA,NA,Multifunction Steering Wheel,Yes,NA,Manual Adjustment,NA,Yes,NA,Cup Holders,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA
1079,Hyundai,Xcent,E Crdi,673261.00,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,Diesel,1520 mm,3995 mm,1660 mm,Sedan,4,19.00,0.00,NA,NA,1100 kg,5,165 mm,Ventilated Disc,Drum,MacPherson Strut,Coupled Torsion Beam Axle,1479 mm,1493 mm,165/65R14,165/65R14,Electric Power,Only Front Windows,NA,NA,75PS@4000rpm,190NM@1750-2250RPM,Digital,Analog,Analog,2,5,Fabric,Manual,2425 mm,165/65R14,NA,Yes,Not on offer,NA,NA,NA,NA,Internal,407 litres,NA,NA,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",NA,Internal,Analog,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,Second Row,1530 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Cup Holders,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1089,Maruti Suzuki,Ciaz,1.3L Alpha Smart Hybrid,1102689.00,1248 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,Diesel,1485 mm,4490 mm,1730 mm,Sedan,4,28.09,0.00,28.09 km/litre,NA,1105 kg,5,170 mm,Ventilated Disc,Drum,McPherson,Torsion Beam,NA,NA,195/55R16,195/55R16,Electric Power,All Windows,NA,Remote,89Bhp@4000RPM,200Nm@1750rpm,Digital,Analog,Analog,2,5,Leather,Manual,2650 mm,195/55R16,Yes,Yes,USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",510 litres,NA,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,"Internal, With Remote",Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,1590 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,NA,"Rake, Reach",NA,NA,Rear sensors with camera,Yes,Yes,NA,NA,Touch Sensitive,Multifunction Steering Wheel,Yes,NA,Manual Adjustment,Yes,Yes,NA,Cup Holders,NA,Yes,NA,NA,NA,Yes,Yes,NA,NA,Yes,Yes,NA,NA,Yes,NA,NA,NA,NA,NA
1090,Maruti Suzuki,Ciaz,1.3L Sigma Smart Hybrid,919689.00,1248 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,Diesel,1485 mm,4490 mm,1730 mm,Sedan,4,28.09,0.00,28.09 km/litre,NA,1105 kg,5,170 mm,Ventilated Disc,Drum,McPherson,Torsion Beam,NA,NA,185/65R15,185/65R15,Electric Power,All Windows,NA,Remote,89Bhp@4000RPM,200Nm@1750rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2650 mm,185/65R15,NA,2,CD Player with USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",510 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,All Rows,1590 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,NA,Rake,NA,NA,Rear sensors,NA,Yes,NA,NA,NA,Multifunction Steering Wheel,NA,NA,NA,NA,Yes,NA,Cup Holders,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
